SeqName	Description	GO IDs	Enzyme Codes
plot1_0000603415_1	alkaline phosphatase	F:GO:0016791	
plot36_0000013961_7	hypothetical protein DMF51_07555	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot1_0000015532_6	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot30_0000109543_1	ester cyclase	P:GO:0030638	
plot1_0000682699_2	---NA---		
plot1_0000170322_4	superoxide dismutase family protein	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot1_0000292120_2	3-dehydroquinate dehydratase	F:GO:0003855; P:GO:0009073; P:GO:0009423; C:GO:0016021	EC:4.2.1.10
plot30_0000192263_3	alpha/beta hydrolase	F:GO:0016787	
plot36_0000007148_6	hypothetical protein EHM88_15430		
plot1_0000596822_1	---NA---		
plot1_0000349743_1	OmpA family protein	C:GO:0016020	
plot30_0000102607_7	metal-dependent hydrolase	F:GO:0016787	
plot30_0000251150_4	cytochrome P460	C:GO:0016021	
plot6_0000217384_2	peptidase M4 family protein	F:GO:0004222; P:GO:0006508	EC:3.4.24
plot36_0000034802_4	---NA---		
plot1_0000294424_6	VOC family protein	F:GO:0051213; P:GO:0055114	
plot1_0000145283_1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
plot30_0000083726_3	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot6_0000088621_3	exo-alpha-sialidase	C:GO:0016020; C:GO:0016021	
plot30_0000505538_2	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot36_0000294342_1	Quinoprotein glucose dehydrogenase B	F:GO:0008876; P:GO:0055114	EC:1.1.5.2; EC:1.1.99.10
plot36_0000195105_1	sugar ABC transporter substrate-binding protein		
plot1_0000558753_3	anti-ECF sigma factor ChrR		
plot36_0000272558_1	glucose 1-dehydrogenase	F:GO:0004316; F:GO:0047936; P:GO:0055114; F:GO:0102131; F:GO:0102132	EC:2.3.1.85; EC:1.1.1.47; EC:1.1.1.100; EC:1.1.99.10
plot1_0000287299_1	amidohydrolase	F:GO:0016787	
plot30_0000639299_2	cholesterol esterase	C:GO:0016020; C:GO:0016021	
plot30_0000038807_4	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot1_0000471581_1	type I glutamate--ammonia ligase	F:GO:0004356; F:GO:0005524; C:GO:0005737; P:GO:0006542; F:GO:0008830	EC:5.1.3.13; EC:6.3.1.2
plot36_0000120532_2	ABC transporter permease		
plot1_0000459051_4	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
plot36_0000195074_1	ATP-binding protein	F:GO:0005524; C:GO:0016020; C:GO:0016021	
plot36_0000120420_3	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot1_0000003680_1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot36_0000269194_2	cupin domain-containing protein	F:GO:0051213; P:GO:0055114	
plot30_0000114300_5	hypothetical protein DMF57_00395		
plot6_0000153561_1	maltose/maltodextrin ABC transporter substrate-binding protein MalE	F:GO:0015144; P:GO:0034219	
plot1_0000164783_2	hypothetical protein DMD85_06790		
plot1_0000068247_3	ABC transporter substrate-binding protein		
plot30_0000027992_7	sugar ABC transporter substrate-binding protein	P:GO:0008643	
plot1_0000201877_5	superoxide dismutase, Ni	F:GO:0004784; F:GO:0016151; P:GO:0019430	EC:1.15.1.1
plot1_0000043465_7	cupin domain-containing protein	F:GO:0051213; P:GO:0055114	
plot30_0000112162_2	---NA---		
plot36_0000042156_1	ABC transporter substrate-binding protein		
plot30_0000489534_2	extracellular solute-binding protein	C:GO:0016020; C:GO:0016021	
plot36_0000055617_5	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot36_0000213952_4	twin-arginine translocation signal domain-containing protein	P:GO:0008643	
plot30_0000096630_4	arylsulfatase	F:GO:0008484	
plot1_0000119703_3	SDR family oxidoreductase		
plot30_0000005324_13	NHL repeat-containing protein		
plot1_0000652094_2	subclass B3 metallo-beta-lactamase	C:GO:0016021	
plot30_0000055715_5	N-acyl homoserine lactonase family protein	F:GO:0016787	
plot6_0000261610_2	NIPSNAP protein/NIPSNAP protein		
plot36_0000074955_2	arylsulfatase	F:GO:0008484	
plot6_0000208638_1	hypothetical protein B7Y57_06215		
plot36_0000021992_8	MBL fold metallo-hydrolase	F:GO:0016787	
plot30_0000303401_4	cytochrome c class I	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot1_0000129764_5	copper oxidase	F:GO:0046872	
plot1_0000689824_1	ABC transporter substrate-binding protein		
plot1_0000060726_4	NIPSNAP family containing protein		
plot1_0000408253_2	NIPSNAP family containing protein		
plot30_0000012247_15	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
plot6_0000161331_1	ABC transporter substrate-binding protein		
plot30_0000377639_2	PEP-CTERM protein-sorting domain-containing protein	C:GO:0016020; C:GO:0016021	
plot6_0000003334_17	ABC transporter substrate-binding protein	P:GO:0055085	
plot36_0000010782_4	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
plot30_0000373815_2	cupin domain-containing protein	F:GO:0051213; P:GO:0055114	
plot36_0000016437_2	peroxiredoxin	F:GO:0004601; C:GO:0005829; P:GO:0034599; P:GO:0042744; P:GO:0045454; F:GO:0051920; P:GO:0055114; P:GO:0098869	EC:1.11.1.15; EC:1.11.1.7
plot30_0000294130_1	BNR/Asp-box repeat protein	C:GO:0016020	
plot1_0000398510_3	hypothetical protein DMF85_04010, partial	F:GO:0005488	
plot30_0000188935_2	cytochrome C nitrite reductase		
plot30_0000049884_5	CubicO group peptidase, beta-lactamase class C family	F:GO:0016787	
plot30_0000058672_4	VOC family protein		
plot1_0000699814_2	ABC transporter substrate-binding protein	P:GO:0006865; C:GO:0016020; C:GO:0016021	
plot6_0000250145_2	dienelactone hydrolase family protein	F:GO:0016787	
plot1_0000540228_3	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0052933; F:GO:0052934; P:GO:0055114	EC:1.1.2.7; EC:1.1.2.8
plot36_0000013017_6	amidohydrolase	F:GO:0016787; F:GO:0016831	
plot6_0000123505_3	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114	EC:1.1.2.8
plot30_0000572995_2	ABC transporter permease		
plot1_0000279287_3	methyltransferase	F:GO:0008168; F:GO:0016740; P:GO:0032259	
plot6_0000164703_1	carboxylesterase family protein	F:GO:0016787	
plot1_0000159995_2	4,5-dihydroxyphthalate decarboxylase		
plot6_0000256895_1	extracellular solute-binding protein	P:GO:0008643	
plot1_0000493798_2	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
plot30_0000153588_3	hypothetical protein DMD87_28845	F:GO:0016810	
plot36_0000051154_5	hypothetical protein DME00_07290	F:GO:0016810	
plot30_0000030098_11	hypothetical protein DME00_07290	F:GO:0016810	
plot30_0000038298_11	glyoxalase	F:GO:0016829	
plot1_0000296863_3	glyoxalase/bleomycin resistance protein/dioxygenase	F:GO:0051213; P:GO:0055114	
plot30_0000080525_3	VOC family protein	F:GO:0004462; F:GO:0046872	EC:4.4.1.5
plot36_0000386548_2	glyoxalase	F:GO:0016829	
plot1_0000179217_3	carboxypeptidase regulatory-like domain-containing protein	F:GO:0030246	
plot1_0000014900_7	branched-chain amino acid ABC transporter substrate-binding protein		
plot1_0000354599_2	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot30_0000089335_4	arylsulfatase	F:GO:0008484	
plot1_0000020450_4	quinoprotein glucose dehydrogenase	C:GO:0016021; F:GO:0016614; F:GO:0048038; P:GO:0055114	
plot36_0000123422_4	dienelactone hydrolase family protein	F:GO:0016787	
plot1_0000006244_11	C4-dicarboxylate ABC transporter	P:GO:0055085	
plot6_0000292487_3	hypothetical protein DMG13_16055	F:GO:0005506; F:GO:0009055; P:GO:0019684; F:GO:0020037; P:GO:0022900; C:GO:0030077	
plot30_0000002291_26	carboxymethylenebutenolidase	F:GO:0016787	
plot36_0000130937_2	lectin	F:GO:0030246	
plot36_0000143171_3	hypothetical protein DME07_20490		
plot1_0000473507_2	xanthine dehydrogenase family protein subunit M	F:GO:0016491; P:GO:0055114; F:GO:0071949	
plot30_0000526159_1	---NA---		
plot30_0000222645_1	aminocarboxymuconate-semialdehyde decarboxylase	F:GO:0016787; F:GO:0016831	
plot6_0000011644_2	lactonase family protein		
plot30_0000266141_4	hypothetical protein DMG13_07625	C:GO:0016021	
plot6_0000130347_2	alpha/beta hydrolase	F:GO:0016691; F:GO:0016787; P:GO:0055114; P:GO:0098869	EC:1.11.1.10; EC:1.11.1.7
plot30_0000434217_1	---NA---		
plot1_0000307220_3	type 1 glutamine amidotransferase domain-containing protein	P:GO:0006508; P:GO:0006541; F:GO:0008233; F:GO:0016740	
plot30_0000095309_9	quinonprotein alcohol dehydrogenase	F:GO:0005507; F:GO:0009055; C:GO:0016021; P:GO:0022900	
plot1_0000015922_13	metal-dependent hydrolase	F:GO:0016787	
plot36_0000031381_2	amidohydrolase	F:GO:0016787	
plot30_0000078197_3	amidohydrolase	F:GO:0016787	
plot36_0000004797_1	transaldolase	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	EC:2.2.1.2
plot36_0000451727_1	hypothetical protein A3H97_07845		
plot36_0000293838_4	ABC transporter substrate-binding protein	P:GO:0006865	
plot30_0000643644_1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot36_0000017137_1	ABC transporter substrate-binding protein	P:GO:0006865	
plot36_0000007190_11	dienelactone hydrolase family protein	F:GO:0016787	
plot30_0000064407_4	amidohydrolase	F:GO:0016787	
plot30_0000253988_3	BMP family ABC transporter substrate-binding protein	F:GO:0003677; C:GO:0005886	
plot36_0000206501_1	DUF4331 domain-containing protein		
plot6_0000022733_6	right-handed parallel beta-helix repeat-containing protein		
plot30_0000248144_1	cytochrome C nitrite reductase		
plot1_0000002521_10	NIPSNAP family protein		
plot30_0000031231_2	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000382740_3	alpha/beta hydrolase	F:GO:0004601; F:GO:0016787; P:GO:0098869	EC:1.11.1.7
plot36_0000308641_2	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114; F:GO:0071949	
plot1_0000281593_3	branched-chain amino acid ABC transporter substrate-binding protein	C:GO:0016021	
plot30_0000626905_2	phosphate ABC transporter substrate-binding protein PstS	P:GO:0006817; P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot1_0000002382_23	ABC transporter permease		
plot1_0000246844_3	outer membrane protein A	C:GO:0009279; C:GO:0016021	
plot30_0000014921_8	DUF1259 domain-containing protein		
plot36_0000155095_2	ABC transporter substrate-binding protein		
plot1_0000035663_4	ABC transporter substrate-binding protein		
plot30_0000006409_8	urea ABC transporter substrate-binding protein		
plot6_0000210493_1	extracellular solute-binding protein	C:GO:0016021	
plot1_0000516204_1	ABC transporter substrate-binding protein		
plot1_0000428413_3	fumarylacetoacetate hydrolase	F:GO:0016787	
plot36_0000191323_3	hypothetical protein		
plot1_0000018047_6	2-pyrone-4,6-dicarboxylate hydrolase	F:GO:0016787	
plot1_0000388160_2	ABC transporter substrate-binding protein	P:GO:0015689	
plot1_0000166907_1	TIGR03118 family protein	C:GO:0016020; C:GO:0016021	
plot30_0000102599_4	sugar ABC transporter substrate-binding protein	P:GO:0008643	
plot36_0000165414_1	VOC family protein		
plot6_0000213874_1	extracellular solute-binding protein		
plot36_0000256267_2	VOC family protein		
plot1_0000152464_3	hypothetical protein DMF20_10305		
plot30_0000256448_2	hemin transporter	F:GO:0005344; F:GO:0008941; P:GO:0015671; F:GO:0019825; F:GO:0020037; F:GO:0046872; P:GO:0051409; P:GO:0055114; F:GO:0071949	EC:1.14.12; EC:1.14.12.17
plot1_0000088816_3	hypothetical protein		
plot6_0000183330_5	selenoprotein W-related protein		
plot30_0000127024_2	ABC transporter substrate-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
plot6_0000137938_3	ABC transporter substrate-binding protein	P:GO:0006865	
plot30_0000318068_4	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; P:GO:0055114	EC:1.1.2.7
plot36_0000184461_5	MBL fold metallo-hydrolase		
plot36_0000063003_7	ABC transporter permease		
plot1_0000328912_1	hypothetical protein AMK74_00130		
plot30_0000264029_4	SRPBCC family protein		
plot30_0000430599_1	indoleacetamide hydrolase	F:GO:0004040	EC:3.5.1.4
plot6_0000141969_1	metal-dependent hydrolase	F:GO:0016787	
plot6_0000141526_2	metal-dependent hydrolase	F:GO:0016787	
plot1_0000155628_4	ABC transporter substrate-binding protein		
plot30_0000023976_2	carbon monoxide dehydrogenase	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0051536	
plot1_0000106120_4	exo-alpha-sialidase	C:GO:0016020; C:GO:0016021	
plot30_0000301915_3	IPTL-CTERM sorting domain-containing protein	C:GO:0016020	
plot36_0000002437_10	2-pyrone-4,6-dicarboxylate hydrolase	F:GO:0016787	
plot1_0000085140_2	TRAP transporter substrate-binding protein	C:GO:0030288; P:GO:0055085	
plot30_0000061876_4	hypothetical protein DMD96_13085		
plot36_0000150287_2	amino acid ABC transporter substrate-bindnig protein	C:GO:0030288; P:GO:0071705	
plot36_0000032529_2	LysR family transcriptional regulator		
plot36_0000163313_1	tripartite tricarboxylate transporter substrate binding protein		
plot1_0000411421_1	alpha/beta hydrolase	F:GO:0016787	
plot36_0000218091_1	hypothetical protein DRQ13_11295, partial	C:GO:0016020; C:GO:0016021	
plot36_0000149090_2	superoxide dismutase family protein	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot30_0000651777_1	thioredoxin family protein		
plot30_0000137946_4	arylsulfatase	F:GO:0008484	
plot30_0000011057_5	MBL fold metallo-hydrolase	F:GO:0016787	
plot6_0000000187_31	hypothetical protein AUI16_08520		
plot1_0000155898_2	aldolase	F:GO:0003824; F:GO:0046872	
plot1_0000008416_14	YbhB/YbcL family Raf kinase inhibitor-like protein	F:GO:0016301; P:GO:0016310	
plot30_0000201001_2	hypothetical protein AYO44_16390		
plot30_0000127374_5	PEP-CTERM protein-sorting domain-containing protein	C:GO:0016020; C:GO:0016021	
plot1_0000221928_2	tricarboxylate transporter		
plot30_0000052181_3	C4-dicarboxylate ABC transporter	C:GO:0030288; P:GO:0055085	
plot1_0000074617_5	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot1_0000214901_3	peptide ABC transporter substrate-binding protein	C:GO:0016021	
plot1_0000115922_3	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot36_0000089579_4	alpha/beta hydrolase	F:GO:0016787	
plot6_0000300127_3	RidA family protein		
plot1_0000033708_5	VOC family protein		
plot1_0000651140_3	hypothetical protein DME16_11900		
plot30_0000014584_3	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot36_0000335117_2	3-oxoadipate enol-lactonase	P:GO:0042952; F:GO:0047570	EC:3.1.1.24; EC:3.1.1.1
plot1_0000032394_8	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0018492; P:GO:0055114	EC:1.2.99.2
plot30_0000386366_3	branched-chain amino acid ABC transporter substrate-binding protein		
plot1_0000039204_7	cupin domain-containing protein	F:GO:0051213; P:GO:0055114	
plot30_0000205913_2	ABC transporter substrate-binding protein	P:GO:0006865	
plot1_0000207722_2	extracellular solute-binding protein		
plot6_0000090239_4	dihydroxyacetone kinase subunit DhaK	F:GO:0004371; P:GO:0006071; P:GO:0016310; F:GO:0047324	EC:2.7.1.29; EC:2.7.1.121
plot1_0000068809_5	amino acid/amide ABC transporter substrate-binding protein, HAAT family	F:GO:0008121; C:GO:0016021; P:GO:0022900	EC:1.10.2; EC:1.10.2.2
plot1_0000521796_2	hypothetical protein DME36_14165	F:GO:0009055; C:GO:0016020; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot30_0000016480_1	cupin domain-containing protein	C:GO:0016020; C:GO:0016021	
plot1_0000160690_3	heme-binding protein	P:GO:0006464	
plot30_0000659037_2	ABC transporter substrate-binding protein	P:GO:0009228	
plot6_0000066280_3	amidohydrolase	F:GO:0016787	
plot36_0000369386_3	hypothetical protein		
plot30_0000139004_1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot30_0000008891_23	hypothetical protein DMD96_19600	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot30_0000320571_1	gluconolactonase	F:GO:0016491; P:GO:0055114	
plot30_0000088230_3	heme-binding protein		
plot1_0000428030_1	cytochrome P460	C:GO:0016021	
plot30_0000487023_3	arylsulfatase	F:GO:0008484	
plot36_0000380047_5	alpha/beta hydrolase	F:GO:0016787	
plot36_0000179372_2	1,4-butanediol diacrylate esterase		
plot36_0000160074_4	carbohydrate ABC transporter substrate-binding protein	F:GO:0005215	
plot30_0000116924_2	lectin	F:GO:0030246	
plot30_0000146581_1	carbonic anhydrase	F:GO:0004089; F:GO:0008270	EC:4.2.1.1
plot6_0000053007_1	extracellular solute-binding protein	P:GO:0055085	
plot30_0000257843_2	MBL fold metallo-hydrolase	F:GO:0016787	
plot1_0000404868_3	branched-chain amino acid ABC transporter substrate-binding protein	C:GO:0016021	
plot1_0000605387_1	SMP-30/gluconolactonase/LRE family protein	F:GO:0016787	
plot1_0000005427_8	MBL fold hydrolase	F:GO:0016787	
plot1_0000234694_4	Uncharacterized conserved protein		
plot1_0000673460_2	gluconolaconase		
plot30_0000176090_2	alcohol dehydrogenase	F:GO:0008270; F:GO:0016491; P:GO:0055114	
plot30_0000488236_2	MBL fold metallo-hydrolase	F:GO:0016787	
plot6_0000042246_1	MBL fold metallo-hydrolase	F:GO:0016787	
plot1_0000267053_1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot30_0000583942_3	phosphate ABC transporter substrate-binding protein PstS	P:GO:0006817; C:GO:0016021	
plot1_0000475935_3	epoxide hydrolase	F:GO:0016746; F:GO:0033961	EC:3.3.2.9
plot30_0000218628_1	arylsulfatase	F:GO:0008484	
plot30_0000021623_9	short chain amide porin		
plot1_0000031906_2	sugar ABC transporter substrate-binding protein		
plot30_0000080060_6	hypothetical protein DMG70_17510	F:GO:0003824	
plot30_0000279054_3	oxidoreductase	F:GO:0016491; P:GO:0055114	
plot30_0000298230_2	alpha/beta hydrolase	F:GO:0016787	
plot1_0000005748_15	DUF1344 domain-containing protein	C:GO:0016020	
plot36_0000072089_2	hypothetical protein DMG30_05925	C:GO:0016020; C:GO:0016021	
plot6_0000074977_1	hypothetical protein AUI04_04220, partial	P:GO:0006865	
plot1_0000529375_1	ABC transporter substrate-binding protein		
plot1_0000657400_5	---NA---		
plot1_0000505794_2	xanthine dehydrogenase family protein subunit M	F:GO:0016491; P:GO:0055114; F:GO:0071949	
plot36_0000174352_3	CHRD domain-containing protein		
plot1_0000000002_167	hypothetical protein A3H95_15000		
plot1_0000038211_2	alpha/beta hydrolase	F:GO:0016787	
plot1_0000137571_3	cupin domain-containing protein	C:GO:0016020	
plot30_0000007047_10	peptidase C26	P:GO:0006541; F:GO:0016787	
plot30_0000029631_9	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot1_0000001449_16	putative reactive intermediate deaminase TdcF	F:GO:0016787	
plot30_0000360024_1	spermidine/putrescine ABC transporter substrate-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
plot1_0000027448_7	arylsulfatase	F:GO:0008484	
plot1_0000019025_9	Lipocalin-like domain-containing protein		
plot30_0000462777_1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot30_0000018755_5	hypothetical protein		
plot30_0000282422_3	superoxide dismutase family protein	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot30_0000366873_3	N-acyl homoserine lactonase family protein	F:GO:0016787	
plot30_0000031360_8	---NA---		
plot36_0000504016_2	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
