SeqName	Description	GO IDs	Enzyme Codes
PJJ16469.1	twin-arginine translocation signal domain-containing protein	F:GO:0016787; F:GO:0016831	
PJJ15380.1	amidohydrolase	F:GO:0016810; F:GO:0019213; F:GO:0046872	
PJJ12915.1	CHRD domain-containing protein	F:GO:0016301; P:GO:0016310	
PJJ12699.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
PJJ11331.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	C:GO:0016021; F:GO:0016491; P:GO:0055114	
PJI79895.1	3-oxoadipate enol-lactonase	P:GO:0042952; F:GO:0047570	EC:3.1.1.24; EC:3.1.1.1
PJG46413.1	short-chain dehydrogenase	F:GO:0016491; P:GO:0055114	
PIT03611.1	type 1 glutamine amidotransferase domain-containing protein	P:GO:0006508; P:GO:0006541; F:GO:0008233; F:GO:0016740	
PIA68385.1	glyoxalase	F:GO:0018577; P:GO:0055114	EC:1.13.11; EC:1.13.11.2
PHK96081.1	TRAP transporter substrate-binding protein	C:GO:0030288; P:GO:0055085	
PDT82687.1	carbohydrate ABC transporter substrate-binding protein	P:GO:0008643	
PDT74305.1	TRAP transporter substrate-binding protein	C:GO:0030288; P:GO:0055085	
PDT63258.1	amino acid ABC transporter substrate-binding protein	C:GO:0030288	
PDT62727.1	3-isopropylmalate dehydrogenase	F:GO:0000287; F:GO:0003862; C:GO:0005829; P:GO:0009098; F:GO:0051287; P:GO:0055114	EC:1.1.1.85
PDT59749.1	cytochrome P460	C:GO:0016021	
PDT59643.1	arylsulfatase	F:GO:0008484	
PDT56780.1	carbohydrate ABC transporter substrate-binding protein	F:GO:0005215; P:GO:0008643	
PDT41228.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
PDT29046.1	flagellar basal body rod protein	C:GO:0030694; P:GO:0071973	
PDT13900.1	antibiotic biosynthesis monooxygenase	F:GO:0004497; P:GO:0055114	
PCG09619.1	dienelactone hydrolase family protein	F:GO:0016787	
PCE32337.1	ABC transporter substrate-binding protein	P:GO:0006865	
PAY22906.1	carbonic anhydrase	F:GO:0004089; F:GO:0008270	EC:4.2.1.1
PAU98858.1	carbohydrate ABC transporter substrate-binding protein	F:GO:0005215	
PAU97587.1	dienelactone hydrolase family protein	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
PAC30420.1	(2Fe-2S)-binding protein	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0051536	
OZG73714.1	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
OXM58630.1	M20/M25/M40 family metallo-hydrolase	F:GO:0004177; P:GO:0006508; F:GO:0008237	EC:3.4.11
OWY48705.1	nadp-specific glutamate dehydrogenase	F:GO:0000166; P:GO:0006520; F:GO:0016639; P:GO:0055114	
OWY41581.1	endo-1,4-beta-xylanase B	C:GO:0016021; F:GO:0030246; F:GO:0031176; P:GO:0045493	EC:3.2.1.8
OWJ67384.1	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
OWJ63577.1	(2Fe-2S)-binding protein	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0047121; F:GO:0051537	EC:1.3.99.16
OWJ63576.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	C:GO:0016021; F:GO:0016491; P:GO:0055114	
OWJ62756.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OUM25374.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OUC98021.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
OUC97549.1	xanthine dehydrogenase family protein subunit M	F:GO:0043885; P:GO:0055114; F:GO:0071949	EC:1.2.7.4
OUC96915.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OSO74120.1	dienelactone hydrolase family protein	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
ORJ20182.1	aminodeoxychorismate lyase	F:GO:0008696; F:GO:0030170; P:GO:0046656	EC:4.1.3.38
ORC47617.1	alpha/beta hydrolase	F:GO:0016787	
OQV05256.1	superoxide dismutase [Cu-Zn]	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OQV00588.1	alkaline phosphatase	P:GO:0016311; F:GO:0016791	
OQU97528.1	peptidyl-prolyl cis-trans isomerase-like 2	P:GO:0000413; F:GO:0003755; F:GO:0004842; P:GO:0006457; P:GO:0016567	EC:5.2.1.8
OQP61561.1	T9SS type A sorting domain-containing protein	C:GO:0016020; C:GO:0016021	
OQP38633.1	arylsulfatase	F:GO:0008484	
OPK09940.1	carbohydrate ABC transporter substrate-binding protein	F:GO:0005215; P:GO:0008643	
OPH19251.1	carbohydrate ABC transporter substrate-binding protein	F:GO:0005215	
OPH18500.1	xanthine dehydrogenase family protein subunit M	F:GO:0018492; P:GO:0055114; F:GO:0071949	EC:1.2.99.2
OPH18039.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
OOQ48117.1	alpha/beta hydrolase	F:GO:0016691; F:GO:0016787; P:GO:0055114; P:GO:0098869	EC:1.11.1.10; EC:1.11.1.7
OOO44602.1	amino acid ABC transporter substrate-bindnig protein	P:GO:0006865; C:GO:0030288	
OOO43281.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
OOO06390.1	carbonic anhydrase	F:GO:0004089; F:GO:0008270; C:GO:0016021	EC:4.2.1.1
OOO04673.1	delta-1-pyrroline-5-carboxylate dehydrogenase PrnC	F:GO:0003842; P:GO:0010133; F:GO:0016620; P:GO:0055114	EC:1.5.1.12
OOO01974.1	carbonic anhydrase	F:GO:0004089; F:GO:0008270	EC:4.2.1.1
OOL19415.1	GMC family oxidoreductase	F:GO:0016614; F:GO:0050660; P:GO:0055114	
OOG80136.1	ABC transporter substrate-binding protein	C:GO:0016020	
OOG63558.1	arylsulfatase	F:GO:0004065	EC:3.1.6.1
OOG58782.1	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.9
OOG14967.1	arylsulfatase	F:GO:0004065	EC:3.1.6.1
OOG10975.1	arylsulfatase	F:GO:0004065	EC:3.1.6.1
OOE09119.1	cytochrome B6	F:GO:0004130; F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872; P:GO:0098869	EC:1.11.1.5; EC:1.11.1.7
OOE07532.1	extracellular solute-binding protein	P:GO:0055085	
OOE05824.1	ABC transporter substrate-binding protein	F:GO:0022857; C:GO:0043190; P:GO:0055085	
OOE05395.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
OOE02812.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
ONI80453.1	DNRLRE domain-containing protein	F:GO:0003993; F:GO:0004035; P:GO:0016311	EC:3.1.3.2; EC:3.1.3.1
ONI79966.1	pyridoxal phosphate-dependent aminotransferase	F:GO:0004069; P:GO:0009058; F:GO:0030170	EC:2.6.1.1
ONI78954.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
ONI78558.1	SMP-30/gluconolactonase/LRE family protein	F:GO:0004341	EC:3.1.1.17; EC:3.1.1.1
ONI73493.1	alpha/beta hydrolase	F:GO:0016787	
ONI72976.1	zinc carboxypeptidase	F:GO:0004181; P:GO:0006508; F:GO:0008270	EC:3.4.17
ONI69542.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
ONI68229.1	dihydroxyacetone kinase subunit DhaK	F:GO:0004371; P:GO:0006071; P:GO:0016310; F:GO:0047324	EC:2.7.1.29; EC:2.7.1.121
ONF69680.1	serine hydrolase	C:GO:0016021	
OLZ69974.1	ATPase	F:GO:0001671; P:GO:0032781; F:GO:0051879	
OLU06276.1	amidohydrolase	C:GO:0016021; F:GO:0016810	
OLR92142.1	ABC transporter substrate-binding protein	P:GO:0008643	
OLR91521.1	carbonic anhydrase	F:GO:0004089; F:GO:0008270	EC:4.2.1.1
OLO39000.1	LLM class flavin-dependent oxidoreductase	F:GO:0004497; F:GO:0016705; P:GO:0055114	
OLL30972.1	cytochrome c	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
OLL28651.1	arylsulfatase	F:GO:0004065	EC:3.1.6.1
OLL28622.1	cupin domain-containing protein	F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0051213; P:GO:0055114	
OLF14805.1	dihydroxy-acid dehydratase	F:GO:0004160; P:GO:0009097; P:GO:0009099; F:GO:0046872; F:GO:0051539	EC:4.2.1.9
OLE94670.1	PQQ-dependent sugar dehydrogenase	F:GO:0003824	
OLE90311.1	periplasmic component of the Tol biopolymer transport system	C:GO:0016021	
OLE89789.1	hypothetical protein AUH28_18700	C:GO:0016021	
OLE85892.1	YbhB/YbcL family Raf kinase inhibitor-like protein	F:GO:0016301; P:GO:0016310	
OLE83912.1	VOC family protein	C:GO:0016020	
OLE82466.1	carboxymethylenebutenolidase	F:GO:0016787	
OLE80883.1	MBL fold metallo-hydrolase	C:GO:0016021; F:GO:0016787	
OLE78303.1	MBL fold metallo-hydrolase	F:GO:0016787	
OLE78153.1	gluconolactonase	F:GO:0016491; P:GO:0055114	
OLE73000.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
OLE62325.1	fructose bisphosphate aldolase	F:GO:0004332; P:GO:0006096	EC:4.1.2.13
OLE50171.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	
OLE48740.1	aspartate aminotransferase family protein	F:GO:0008483; F:GO:0030170	
OLE48250.1	amidohydrolase	F:GO:0016787	
OLE45385.1	copper oxidase	F:GO:0005507; P:GO:0006807; F:GO:0050421; P:GO:0055114	EC:1.7.2.1
OLE44735.1	hypothetical protein AUI49_09110	C:GO:0043190; P:GO:0055085	
OLE44511.1	acetamidase	F:GO:0016811	
OLE43897.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
OLE42150.1	hypothetical protein AUG80_01455	P:GO:0006865	
OLE41647.1	catechol 1,2-dioxygenase	F:GO:0005524; F:GO:0016887; F:GO:0051213; P:GO:0055114	EC:3.6.1.3; EC:3.6.1.15
OLE38988.1	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
OLE37548.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OLE35775.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114; F:GO:0071949	
OLE35471.1	cholesterol esterase	C:GO:0016021	
OLE35422.1	acetamidase	F:GO:0016811	
OLE34704.1	thiamine pyrophosphate-binding protein	F:GO:0000287; F:GO:0003824; F:GO:0030976	
OLE34523.1	2-ketogluconate reductase	F:GO:0016616; F:GO:0051287; P:GO:0055114	
OLE34503.1	dienelactone hydrolase family protein	F:GO:0016787	
OLE33858.1	damage-inducible protein	C:GO:0016021	
OLE33649.1	carboxymethylenebutenolidase	F:GO:0016787	
OLE33395.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
OLE32469.1	alpha/beta hydrolase	F:GO:0016787	
OLE32073.1	OmpA family protein	C:GO:0009279; C:GO:0016021	
OLE32001.1	siderophore biosynthesis protein SbnG	F:GO:0003824; F:GO:0046872	
OLE31904.1	3-hydroxyisobutyrate dehydrogenase	F:GO:0016491; F:GO:0050661; F:GO:0051287; P:GO:0055114	
OLE31641.1	(2Fe-2S)-binding protein	F:GO:0009055; F:GO:0018492; P:GO:0022900; F:GO:0043885; F:GO:0046872; F:GO:0051537	EC:1.2.99.2; EC:1.2.7.4
OLE29009.1	glycoside hydrolase family 15 protein	F:GO:0003824	
OLE28381.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
OLE26724.1	alpha/beta hydrolase	F:GO:0004601; F:GO:0016787; P:GO:0098869	EC:1.11.1.7
OLE25864.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OLE25727.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OLE21094.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
OLE21004.1	ABC transporter substrate-binding protein	F:GO:0015144; P:GO:0034219	
OLE20301.1	branched chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
OLE19519.1	cold-shock protein	F:GO:0003677; C:GO:0005737	
OLE19261.1	GMC family oxidoreductase	F:GO:0016614; F:GO:0050660; P:GO:0055114	
OLE19111.1	Predicted metal-dependent hydrolase, TIM-barrel fold	F:GO:0016787; F:GO:0016831	
OLE18772.1	DctP family TRAP transporter solute-binding subunit	C:GO:0030288; P:GO:0055085	
OLE09740.1	alkaline phosphatase	F:GO:0003993; P:GO:0016311	EC:3.1.3.2
OLE05307.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0018492; P:GO:0055114	EC:1.2.99.2
OLD98254.1	ABC transporter substrate-binding protein	P:GO:0006865	
OLD97465.1	amidohydrolase	F:GO:0016787	
OLD94665.1	cyclase family protein	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
OLD93659.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OLD84136.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
OLD84025.1	ABC transporter substrate-binding protein	P:GO:0006865	
OLD83758.1	dihydroxyacetone kinase subunit DhaK	F:GO:0004371; P:GO:0006071; P:GO:0016310	EC:2.7.1.29
OLD78489.1	hypothetical protein AUH09_06465	F:GO:0008121; C:GO:0016021; P:GO:0022900	EC:1.10.2; EC:1.10.2.2
OLD75713.1	hypothetical protein AUJ05_13330	F:GO:0030246	
OLD75490.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114	EC:1.1.2.8
OLD71883.1	dienelactone hydrolase	F:GO:0016787	
OLD64894.1	ABC transporter substrate-binding protein	P:GO:0006865	
OLD63183.1	hypothetical protein AUI47_10105	C:GO:0016021; F:GO:0030246	
OLD57528.1	anti-sigma factor antagonist	P:GO:0006355; F:GO:0045152	
OLD53396.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OLD52113.1	hypothetical protein AUI63_00290	F:GO:0005509; C:GO:0016020	
OLD38786.1	hypothetical protein AUI57_05745	F:GO:0051920; P:GO:0055114; P:GO:0098869	EC:1.11.1.15
OLD38695.1	cupin	F:GO:0003735; C:GO:0005840; P:GO:0006412	
OLD38315.1	hypothetical protein AUI57_07420	F:GO:0030246	
OLD31688.1	dihydroxy-acid dehydratase	F:GO:0004160; P:GO:0009097; P:GO:0009099; F:GO:0046872; F:GO:0051539	EC:4.2.1.9
OLD26642.1	dihydroxyacetone kinase subunit DhaK	F:GO:0004371; P:GO:0006071; P:GO:0016310	EC:2.7.1.29
OLD22879.1	MBL fold metallo-hydrolase	F:GO:0008270; F:GO:0008800; P:GO:0017001	
OLD19576.1	cytochrome C	F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872	
OLD09537.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
OLC84190.1	alpha/beta hydrolase	F:GO:0004601; F:GO:0016787; P:GO:0098869	EC:1.11.1.7
OLC82518.1	dienelactone hydrolase	F:GO:0016787	
OLC67555.1	hypothetical protein AUH69_03495	C:GO:0043190; P:GO:0055085	
OLC62923.1	amidase	F:GO:0016787	
OLC58810.1	ABC transporter substrate-binding protein	P:GO:0006865	
OLC56205.1	carbon-monoxide dehydrogenase large subunit	F:GO:0005507; F:GO:0018492; F:GO:0030151; P:GO:0055114	EC:1.2.99.2
OLC51200.1	hypothetical protein AUH43_03090	C:GO:0016020	
OLC48624.1	ABC transporter substrate-binding protein	F:GO:0005215	
OLC45517.1	carbon-monoxide dehydrogenase large subunit	F:GO:0005507; F:GO:0018492; F:GO:0030151; P:GO:0055114	EC:1.2.99.2
OLC45056.1	energy transducer TonB	F:GO:0015343; C:GO:0016021; C:GO:0030288; F:GO:0031992; P:GO:0044718	
OLC44901.1	acid phosphatase	F:GO:0003993; C:GO:0016020; P:GO:0016311	EC:3.1.3.2
OLC42379.1	gluconolactonase	C:GO:0016020	
OLC42369.1	lactoylglutathione lyase	C:GO:0016020; C:GO:0016021; F:GO:0016829	
OLC33782.1	hypothetical protein AUH81_13415	F:GO:0030246	
OLC32473.1	extracellular ligand-binding receptor	C:GO:0016021	
OLC32285.1	cytochrome c class I	F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872	
OLC31467.1	cupin	F:GO:0003735; C:GO:0005840; P:GO:0006412	
OLC30257.1	aspartate aminotransferase family protein	F:GO:0008483; F:GO:0030170	
OLC21933.1	D-xylose ABC transporter substrate-binding protein	P:GO:0015753; F:GO:0048029	
OLC05039.1	dienelactone hydrolase	F:GO:0016787	
OLC04070.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
OLB98658.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OLB98411.1	alkaline phosphatase	F:GO:0003993; P:GO:0016311; F:GO:0046872	EC:3.1.3.2
OLB95290.1	amidohydrolase/deacetylase family metallohydrolase	F:GO:0016810; F:GO:0019213; F:GO:0046872	
OLB94917.1	hypothetical protein AUH30_16645	P:GO:0006865	
OLB93822.1	alpha/beta hydrolase	F:GO:0004601; F:GO:0016787; P:GO:0098869	EC:1.11.1.7
OLB87202.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OLB85276.1	alpha/beta hydrolase	F:GO:0004601; F:GO:0016787; P:GO:0098869	EC:1.11.1.7
OLB79885.1	ABC transporter substrate-binding protein	P:GO:0006865	
OLB79876.1	ABC transporter substrate-binding protein	P:GO:0006865; C:GO:0016021	
OLB79472.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
OLB79405.1	GMC family oxidoreductase	F:GO:0016614; F:GO:0050660; P:GO:0055114	
OLB78272.1	cupin domain-containing protein	F:GO:0016853	
OLB78073.1	MBL fold metallo-hydrolase	F:GO:0016787	
OLB78048.1	C4-dicarboxylate ABC transporter substrate-binding protein	C:GO:0030288; P:GO:0055085	
OLB77755.1	ABC transporter substrate-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
OLB77216.1	ABC transporter substrate-binding protein	P:GO:0006865	
OLB77096.1	ABC transporter substrate-binding protein	P:GO:0008643	
OLB76726.1	aldehyde dehydrogenase	F:GO:0016491; P:GO:0055114	
OLB76564.1	amidohydrolase	F:GO:0004151; F:GO:0008121; F:GO:0019213; P:GO:0022900; F:GO:0046872	EC:3.5.2.3; EC:1.10.2; EC:1.10.2.2
OLB75809.1	ABC transporter substrate-binding protein	P:GO:0006865	
OLB75752.1	2-oxo-hepta-3-ene-1,7-dioic acid hydratase	F:GO:0018817; P:GO:0019439	
OLB75055.1	TRAP transporter substrate-binding protein	P:GO:0055085	
OLB73812.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
OLB73518.1	catechol 1,2-dioxygenase	F:GO:0051213; P:GO:0055114	
OLB73085.1	ABC transporter substrate-binding protein	P:GO:0006865	
OLB72861.1	ABC transporter substrate-binding protein	C:GO:0042597; F:GO:0046872; P:GO:0055085	
OLB72030.1	6-bladed beta-propeller	F:GO:0016301; P:GO:0016310	
OLB71569.1	aldehyde dehydrogenase	F:GO:0016491; P:GO:0055114	
OLB71096.1	C4-dicarboxylate ABC transporter	C:GO:0042597; F:GO:0046872; P:GO:0055085	
OLB71061.1	ethanolamine utilization protein EutN	P:GO:0006865	
OLB69776.1	alkaline phosphatase	F:GO:0003993; P:GO:0016311; F:GO:0046872	EC:3.1.3.2
OLB69583.1	ABC transporter substrate-binding protein	P:GO:0006865	
OLB69414.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	C:GO:0016021; F:GO:0016491; P:GO:0055114	
OLB69307.1	dienelactone hydrolase family protein	F:GO:0016787	
OLB69235.1	cytochrome C	F:GO:0016491; F:GO:0050660; P:GO:0055114	
OLB68743.1	ABC transporter substrate-binding protein	P:GO:0006865	
OLB63282.1	alpha/beta hydrolase	F:GO:0016787	
OLB62713.1	dienelactone hydrolase	F:GO:0016787	
OLB61473.1	dienelactone hydrolase family protein	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
OLB60857.1	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	F:GO:0003871; F:GO:0008270; P:GO:0009086; P:GO:0032259	EC:2.1.1.14
OLB57101.1	peptide ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OLB52382.1	C4-dicarboxylate ABC transporter	F:GO:0046872; P:GO:0055085	
OLB33427.1	carbonic anhydrase	F:GO:0004089; F:GO:0008270; C:GO:0016021	EC:4.2.1.1
OLB30579.1	arylsulfatase	F:GO:0008484	
OLB30090.1	acylase	P:GO:0006508; F:GO:0008239	EC:3.4.11
OLB27098.1	carboxymethylenebutenolidase	F:GO:0016787	
OLB14295.1	hypothetical protein AUH18_00635	C:GO:0043190; P:GO:0055085	
OLB08651.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114	EC:1.1.2.8
OLB07655.1	branched chain amino acid aminotransferase	F:GO:0004084; P:GO:0009081	EC:2.6.1.42
OLB06942.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114	EC:1.1.2.8
OLA96181.1	hypothetical protein AUH20_04305	C:GO:0016021	
OKI46829.1	M20/M25/M40 family metallo-hydrolase	F:GO:0004177; P:GO:0006508	EC:3.4.11
OKI16391.1	antibiotic biosynthesis monooxygenase	F:GO:0004497; P:GO:0055114	
OKH56241.1	cysteine synthase A	F:GO:0004124; P:GO:0006535	EC:2.5.1.47
OKA20862.1	5-deoxy-glucuronate isomerase	F:GO:0008880; P:GO:0019310	EC:5.3.1.12
OJH38343.1	dienelactone hydrolase	F:GO:0016787	
OIS93723.1	arylsulfatase	F:GO:0008484	
OIS90925.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OIM95760.1	extracellular solute-binding protein	P:GO:0008643	
OIM95484.1	alpha/beta fold hydrolase	P:GO:0008652; F:GO:0016747	
OIM95380.1	DctP family TRAP transporter solute-binding subunit	C:GO:0030288; P:GO:0055085	
OIM95233.1	arylsulfatase	F:GO:0008484	
OIM95204.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114	EC:1.1.2.8
OIM94585.1	FAA hydrolase family protein	F:GO:0016787; F:GO:0016853	
OIM92702.1	carboxymethylenebutenolidase	F:GO:0016787	
OIM92482.1	ABC transporter substrate-binding protein	F:GO:0005524; P:GO:0006508; F:GO:0008233	
OIM92358.1	Zn-dependent alcohol dehydrogenase	F:GO:0008270; F:GO:0016491; P:GO:0055114	
OIM92355.1	VOC family protein	F:GO:0016829; F:GO:0051213; P:GO:0055114	
OIM91952.1	extracellular solute-binding protein	F:GO:0005524	
OIM91143.1	CHRD domain-containing protein	F:GO:0016301; P:GO:0016310	
OIM90671.1	branched-chain amino acid ABC transporter substrate-binding protein	F:GO:0004497; P:GO:0055114	
OIJ24961.1	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
OHW60059.1	aldehyde dehydrogenase	F:GO:0047121; P:GO:0055114	EC:1.3.99.16
OHV89506.1	BMP family ABC transporter substrate-binding protein	P:GO:0008643	
OHV79671.1	ABC transporter substrate-binding protein	P:GO:0008643	
OHV79135.1	ectoine/hydroxyectoine ABC transporter substrate-binding protein EhuB	F:GO:0033294; P:GO:0051470	
OHV75264.1	ABC transporter substrate-binding protein	P:GO:0008643	
OFE17696.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
OEV39771.1	diguanylate cyclase	C:GO:0016021	
OEU41376.1	arylsulfatase	F:GO:0004065	EC:3.1.6.1
OEO31705.1	ABC transporter substrate-binding protein	P:GO:0008643	
OEO31582.1	VOC family protein	F:GO:0008168; P:GO:0032259	
OEO29615.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OEH93650.1	c-type cytochrome biogenesis protein CcsB	C:GO:0016021; P:GO:0017004; F:GO:0020037	
ODM44341.1	hypothetical protein	C:GO:0016021	
ODA97477.1	cyclase family protein	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
ODA93941.1	amino acid ABC transporter substrate-binding protein	P:GO:0006865	
ODA93841.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
ODA66653.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	
OCC06656.1	ABC transporter	F:GO:0022857; C:GO:0043190; P:GO:0055085	
OCC02343.1	extracellular solute-binding protein	P:GO:0008643	
OCC00453.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
OBU86663.1	acid phosphatase	F:GO:0003993; P:GO:0016311; F:GO:0034480	EC:3.1.4.3; EC:3.1.3.2
OBT53147.1	glucose-6-phosphate isomerase	F:GO:0004347; F:GO:0004674; F:GO:0005524; P:GO:0006094; P:GO:0006096; P:GO:0006468	EC:2.7.11; EC:5.3.1.9
